Order Date,Order ID,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Sales_Normalized
2015-01-07,CA-2015-160773,2015-05-07,Standard Class,LW-16825,Corporate,United States,Deltona,Florida,32725.0,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,0.032879081412762065
2015-01-07,CA-2015-160773,2015-05-07,Standard Class,LW-16825,Corporate,United States,Deltona,Florida,32725.0,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184,0.00026446630094733567
2015-01-07,CA-2015-153150,2015-06-07,Second Class,Dl-13600,Corporate,United States,Seattle,Washington,98105.0,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,0.0011065526040501747
2015-01-08,CA-2015-152296,2015-03-08,First Class,IL-15100,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,0.0010969522716043766
2015-01-08,CA-2015-117345,2015-05-08,Standard Class,BF-10975,Corporate,United States,Charlotte,North Carolina,28205.0,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,0.0024899147936208533
2015-01-08,CA-2015-117345,2015-05-08,Standard Class,BF-10975,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.304,0.00444289670830887
2015-01-08,CA-2015-117345,2015-05-08,Standard Class,BF-10975,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,62.92,0.0035637805514865256
2015-01-08,CA-2015-162684,2015-06-08,Standard Class,AS-10630,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,0.000292810139596834
2015-01-08,CA-2015-117345,2015-05-08,Standard Class,BF-10975,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,0.0009707764737453195
2015-01-09,CA-2015-126522,2015-05-09,Second Class,LT-16765,Consumer,United States,Escondido,California,92025.0,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,0.0030506199243242366
2015-01-09,CA-2015-109855,2015-05-09,Standard Class,LH-16900,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,23.744,0.001325074456864049
2015-01-09,CA-2015-109855,2015-05-09,Standard Class,LH-16900,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,357.0,0.020368933918511693
2015-01-09,CA-2015-165428,2015-04-09,First Class,JL-15130,Consumer,United States,Houston,Texas,77036.0,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,0.0017456604497275733
2015-01-09,CA-2015-165428,2015-04-09,First Class,JL-15130,Consumer,United States,Houston,Texas,77036.0,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,0.00017669183287146971
2015-01-10,US-2015-132745,2015-05-10,Standard Class,NF-18475,Home Office,United States,Reno,Nevada,89502.0,West,OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,4.71,0.00023737964868954893
2015-01-11,CA-2015-102673,2015-05-11,Standard Class,KH-16630,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,7.52,0.00039795663781271506
2015-01-11,CA-2015-168305,2015-08-11,Standard Class,PL-18925,Home Office,United States,Los Angeles,California,90049.0,West,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,21.4,0.0011911269613107745
2015-01-11,CA-2015-168305,2015-08-11,Standard Class,PL-18925,Home Office,United States,Los Angeles,California,90049.0,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,0.0025054581890092877
2015-01-11,CA-2015-134313,2015-07-11,Standard Class,RA-19915,Consumer,United States,Denver,Colorado,80219.0,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983.968,0.11334175343443322
2015-01-11,CA-2015-139423,2015-05-11,Standard Class,DG-13300,Corporate,United States,Orange,New Jersey,7050.0,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,0.004318092386513498
2015-01-11,CA-2015-148915,2015-05-11,Standard Class,ND-18370,Consumer,United States,Portland,Oregon,97206.0,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,0.025335963062492337
2015-01-11,CA-2015-148915,2015-05-11,Standard Class,ND-18370,Consumer,United States,Portland,Oregon,97206.0,West,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,0.008881450409082737
2015-01-11,CA-2015-152562,2015-08-11,Standard Class,JO-15145,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,0.0002905243461573583
2015-01-11,CA-2015-134313,2015-07-11,Standard Class,RA-19915,Consumer,United States,Denver,Colorado,80219.0,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.176,0.002435512909761332
2015-01-11,CA-2015-102673,2015-05-11,Standard Class,KH-16630,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-LA-10001771,Office Supplies,Labels,Avery 513,47.808,0.0027002077900526154
2015-01-11,US-2015-137155,2015-05-11,Standard Class,DL-12925,Consumer,United States,Long Beach,New York,11561.0,East,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,167.94,0.009565131226829912
2015-01-11,US-2015-137155,2015-05-11,Standard Class,DL-12925,Consumer,United States,Long Beach,New York,11561.0,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",31.68,0.0017785758752560232
2015-01-11,CA-2015-102673,2015-05-11,Standard Class,KH-16630,Corporate,United States,Charlotte,North Carolina,28205.0,South,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,0.055903878728600545
2015-01-11,CA-2015-152562,2015-08-11,Standard Class,JO-15145,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,0.0039409364690000115
2015-01-11,CA-2015-102673,2015-05-11,Standard Class,KH-16630,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-AR-10000634,Office Supplies,Art,Newell 320,10.272,0.0005552192264486415
2015-01-11,US-2015-137155,2015-05-11,Standard Class,DL-12925,Consumer,United States,Long Beach,New York,11561.0,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,533.94,0.030480141198032346
2015-01-11,CA-2015-126907,2015-08-11,Standard Class,SM-20950,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696,0.0008651728168415432
2015-01-12,CA-2015-143210,2015-03-12,First Class,AA-10645,Consumer,United States,Lowell,Massachusetts,1852.0,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",45.84,0.0025877467528304123
2015-01-12,CA-2015-120474,2015-03-12,First Class,RP-19390,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,0.0026334626216199257
2015-01-12,US-2015-161613,2015-03-12,Second Class,MC-17605,Corporate,United States,Houston,Texas,77070.0,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,0.03848716132684366
2015-01-12,CA-2015-131527,2015-07-12,Standard Class,TB-21280,Consumer,United States,Jacksonville,North Carolina,28540.0,South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,0.0054523030911813285
2015-01-12,CA-2015-150798,2015-03-12,Second Class,JK-15730,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.988,0.037683133484508094
2015-01-12,CA-2015-131051,2015-05-12,Standard Class,TR-21325,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,0.003294056925628396
2015-01-12,CA-2015-150798,2015-03-12,Second Class,JK-15730,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.128,0.0004327006980927454
2015-01-12,CA-2015-150798,2015-03-12,Second Class,JK-15730,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,36.288,0.002041899279483621
2015-01-12,CA-2015-143210,2015-03-12,First Class,AA-10645,Consumer,United States,Lowell,Massachusetts,1852.0,East,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,271.9,0.01550590837602719
2015-01-12,CA-2015-150798,2015-03-12,Second Class,JK-15730,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,0.05195402766518658
2015-01-12,CA-2015-120474,2015-03-12,First Class,RP-19390,Consumer,United States,Madison,Wisconsin,53711.0,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,0.1604217837486258
2015-01-12,CA-2015-143210,2015-03-12,First Class,AA-10645,Consumer,United States,Lowell,Massachusetts,1852.0,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,0.0005293897605825664
2015-02-02,CA-2015-139857,2015-06-02,Standard Class,CD-12790,Home Office,United States,San Diego,California,92037.0,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,0.0006739661956294029
2015-02-02,CA-2015-123400,2015-09-02,Standard Class,EB-13930,Consumer,United States,Saint Petersburg,Florida,33710.0,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18.336,0.0010160351838469377
2015-02-02,CA-2015-123400,2015-09-02,Standard Class,EB-13930,Consumer,United States,Saint Petersburg,Florida,33710.0,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,0.010309156991379244
2015-02-03,CA-2015-107524,2015-08-03,Standard Class,KN-16705,Home Office,United States,New York City,New York,10009.0,East,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,0.0006173928080023799
2015-02-03,CA-2015-107524,2015-08-03,Standard Class,KN-16705,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,0.0020482995011141527
2015-02-04,US-2015-157847,2015-06-04,Second Class,SC-20020,Consumer,United States,Houston,Texas,77095.0,Central,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,26.72,0.0014951374887610394
2015-02-04,CA-2015-160276,2015-08-04,Standard Class,AH-10690,Corporate,United States,Virginia Beach,Virginia,23464.0,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,177.68,0.010121721929342239
2015-02-04,CA-2015-164315,2015-08-04,Standard Class,RD-19585,Consumer,United States,Athens,Georgia,30605.0,South,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,15.84,0.0008734016732236556
2015-02-04,CA-2015-164315,2015-08-04,Standard Class,RD-19585,Consumer,United States,Athens,Georgia,30605.0,South,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,1049.93,0.05996630511890869
2015-02-04,CA-2015-164315,2015-08-04,Standard Class,RD-19585,Consumer,United States,Athens,Georgia,30605.0,South,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,0.008819962565560842
2015-02-04,US-2015-157847,2015-06-04,Second Class,SC-20020,Consumer,United States,Houston,Texas,77095.0,Central,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,33.488,0.0018818937387203236
2015-02-05,CA-2015-115056,2015-02-05,Same Day,AR-10510,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136,0.0014617649045446945
2015-02-05,CA-2015-124618,2015-04-05,Second Class,CS-11860,Consumer,United States,Lakeland,Florida,33801.0,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,0.0273968344275236
2015-02-06,CA-2015-104472,2015-07-06,Standard Class,CK-12325,Home Office,United States,Orem,Utah,84057.0,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,0.0033859458218953183
2015-02-06,CA-2015-104472,2015-07-06,Standard Class,CK-12325,Home Office,United States,Orem,Utah,84057.0,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,73.32,0.004158086845750201
2015-02-06,CA-2015-100895,2015-06-06,Standard Class,SV-20785,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",356.94,0.02036550522835248
2015-02-06,CA-2015-100895,2015-06-06,Standard Class,SV-20785,Consumer,United States,Roswell,Georgia,30076.0,South,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,0.013681273762965735
2015-02-06,CA-2015-100895,2015-06-06,Standard Class,SV-20785,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,0.0004573872672390827
2015-02-07,CA-2015-107594,2015-06-07,Standard Class,EH-13945,Consumer,United States,Plainfield,New Jersey,7060.0,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,0.00028709565599814487
2015-02-07,CA-2015-107594,2015-06-07,Standard Class,EH-13945,Consumer,United States,Plainfield,New Jersey,7060.0,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,0.00419580243750155
2015-02-08,US-2015-106299,2015-08-08,Standard Class,NZ-18565,Home Office,United States,Springfield,Missouri,65807.0,Central,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,0.047877315065881706
2015-02-08,US-2015-106299,2015-08-08,Standard Class,NZ-18565,Home Office,United States,Springfield,Missouri,65807.0,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2,0.0011796979941133962
2015-02-08,US-2015-106299,2015-08-08,Standard Class,NZ-18565,Home Office,United States,Springfield,Missouri,65807.0,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,0.0014939945920413014
2015-02-09,CA-2015-158281,2015-07-09,Standard Class,AG-10525,Corporate,United States,Houston,Texas,77095.0,Central,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,559.71,0.03195276362141455
2015-02-09,US-2015-138828,2015-03-09,First Class,KD-16345,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,0.0008219713208354529
2015-02-09,US-2015-138828,2015-03-09,First Class,KD-16345,Consumer,United States,New York City,New York,10009.0,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,0.0032683417494342947
2015-02-09,CA-2015-127936,2015-04-09,First Class,CL-12565,Consumer,United States,New York City,New York,10009.0,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,0.0011819837875528718
2015-02-09,CA-2015-151792,2015-07-09,Second Class,CV-12295,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,0.013681616631981657
2015-02-09,CA-2015-106971,2015-08-09,Standard Class,BM-11785,Consumer,United States,Buffalo Grove,Illinois,60089.0,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,475.944,0.027165969290136562
2015-02-09,CA-2015-152268,2015-07-09,Standard Class,SC-20095,Consumer,United States,Fayetteville,Arkansas,72701.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,0.1024849203349556
2015-02-09,CA-2015-157721,2015-05-09,First Class,JM-16195,Consumer,United States,Watertown,New York,13601.0,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,0.004008938823824412
2015-02-09,CA-2015-157721,2015-05-09,First Class,JM-16195,Consumer,United States,Watertown,New York,13601.0,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,0.0011054097073304365
2015-02-10,CA-2015-108189,2015-05-10,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,0.000505846088155967
2015-02-10,CA-2015-108189,2015-05-10,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,0.000377384496857434
2015-02-10,CA-2015-108189,2015-05-10,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,0.013133026206507494
2015-02-10,CA-2015-108189,2015-05-10,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,0.000235208144922047
2015-02-10,CA-2015-108189,2015-05-10,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,0.0006978527370719238
2015-02-10,CA-2015-108189,2015-05-10,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,0.0008459721519499475
2015-02-10,CA-2015-108189,2015-05-10,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,0.018163143249417663
2015-02-11,CA-2015-115889,2015-06-11,Standard Class,SH-20395,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,0.020707231347554093
2015-02-11,CA-2015-134726,2015-07-11,Second Class,SW-20755,Corporate,United States,Seattle,Washington,98115.0,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,0.0023648818924815337
2015-02-11,CA-2015-148782,2015-07-11,Standard Class,PO-18850,Consumer,United States,Irving,Texas,75061.0,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,0.005041317430763602
2015-02-11,CA-2015-129147,2015-06-11,Standard Class,LC-17050,Consumer,United States,Medina,Ohio,44256.0,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,0.0010678084052510618
2015-02-11,CA-2015-120670,2015-06-11,Standard Class,JK-16120,Home Office,United States,Fort Lauderdale,Florida,33311.0,South,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,799.92,0.04567952467382585
2015-02-11,CA-2015-134726,2015-07-11,Second Class,SW-20755,Corporate,United States,Seattle,Washington,98115.0,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,52.792,0.002985017652611285
2015-02-11,CA-2015-129147,2015-06-11,Standard Class,LC-17050,Consumer,United States,Medina,Ohio,44256.0,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,0.0028387268724848415
2015-02-11,CA-2015-129147,2015-06-11,Standard Class,LC-17050,Consumer,United States,Medina,Ohio,44256.0,East,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,0.03082438169001738
2015-02-11,CA-2015-115889,2015-06-11,Standard Class,SH-20395,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10001615,Technology,Phones,AT&T CL82213,46.384,0.0026188335436072812
2015-02-11,CA-2015-107454,2015-06-11,Standard Class,RD-19720,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,0.005073547118260209
2015-02-11,CA-2015-107454,2015-06-11,Standard Class,RD-19720,Consumer,United States,New York City,New York,10024.0,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,0.0019602964536943393
